SKU,DESCRIPTION,YEAR,CAPACITY,URL,PRICE,SELLER_INFORMATION,OFFER_DESCRIPTION,COUNTRY
11417,"Ch Haut-Brion",1986,750ml,https://www.wine-searcher.com/find/ch+haut-brion/1986/-/-/u,$574.95,Vinfolio,1986Haut-Brion750ML,"USA (CA)"
11417,"Ch Haut-Brion",1986,750ml,https://www.wine-searcher.com/find/ch+haut-brion/1986/-/-/u,$582.00,"The Redd Collection","1986Ch Haut-Brion","USA (CA)"
11417,"Ch Haut-Brion",1986,750ml,https://www.wine-searcher.com/find/ch+haut-brion/1986/-/-/u,$599.00,"Kogod Wine Merchant","1986Haut Brion","USA (CA)"
11417,"Ch Haut-Brion",1986,750ml,https://www.wine-searcher.com/find/ch+haut-brion/1986/-/-/u,$599.95,"Crush Wine & Spirits","1986Chateau Haut-Brion750ml","USA (NY)"
11417,"Ch Haut-Brion",1986,750ml,https://www.wine-searcher.com/find/ch+haut-brion/1986/-/-/u,$665.00,"Sokolin & Co.","1986Haut Brion","USA (NY)"
11418,"Ch Haut-Brion",2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,$585.00,"Sokolin & Co.","2005Haut Brion","USA (NY)"
11418,"Ch Haut-Brion",2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,$849.00,"Benchmark Wine Group","Haut Brion2005","USA (CA)"
11418,"Ch Haut-Brion",2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,$858.00,"The Redd Collection","2005Ch Haut-Brion","USA (CA)"
11418,"Ch Haut-Brion",2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,$875.00,Cellaraiders,"2005Haut Brion","USA (NY)"
11418,"Ch Haut-Brion",2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,$895.00,Vinfolio,2005Haut-Brion750ML,"USA (CA)"
11418,"Ch Haut-Brion",2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,$989.00,"Sokolin & Co.","2005Haut Brion","USA (NY)"
11418,"Ch Haut-Brion",2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,$1050.00,"Grand Vin Wine Merchants US","Haut Brion2005(750ML)Pessac Leognan","USA (WA)"
11418,"Ch Haut-Brion",2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,$1499.99,"67 Wine & Spirits NY","Chateau Haut Brion-Pessac Leognan2005(1.5Liter)","USA (NY)"
11418,"Ch Haut-Brion",2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,$1699.00,"Benchmark Wine Group","Haut Brion20051.5L","USA (CA)"
11419,"Ch Haut-Brion",2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$819.00,Vinfolio,2009Haut-Brion750ML,"USA (CA)"
11419,"Ch Haut-Brion",2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$825.00,"Benchmark Wine Group","Haut Brion2009","USA (CA)"
11419,"Ch Haut-Brion",2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$840.00,"Westgarth Wines","2009Haut Brion","USA (CA)"
11419,"Ch Haut-Brion",2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$841.00,"The Redd Collection","2009Ch Haut-Brion","USA (CA)"
11419,"Ch Haut-Brion",2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$849.00,"Acker Merrall & Condit New York Retail","2009Haut Brion","USA (NY)"
11419,"Ch Haut-Brion",2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$895.00,"European Wine Resource","2009Haut Brion","USA (CA)"
11419,"Ch Haut-Brion",2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$899.99,"M & D Fine Wines & Spirits","2009Chateau Haut-Brion Pessac Leognan","USA (NJ)"
11419,"Ch Haut-Brion",2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$959.00,"Sokolin & Co.","2009Haut Brion","USA (NY)"
11419,"Ch Haut-Brion",2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$999.98,"Wine Exchange","Haut Brion Pessac Leognan2009Pre-Arrival","USA (CA)"
11419,"Ch Haut-Brion",2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$999.99,"K&L Wine Merchants","2009Haut-Brion Pessac-Leognan","USA (CA)"
11419,"Ch Haut-Brion",2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$1020.97,"PJ Wine","Chateau Haut Brion Pessac-Leognan2009(750ML)","USA (NY)"
11419,"Ch Haut-Brion",2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$1050.00,"Gordon's Fine Wines & Liquors",HAUT-BRIONPESSAC-LEOGNAN2009750ML,"USA (MA)"
11420,"Ch Haut-Brion",2013,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2013/-/-/u,$407.00,"The Redd Collection","2013Ch Haut-Brion","USA (CA)"
11420,"Ch Haut-Brion",2013,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2013/-/-/u,$459.99,"Pogo's Liquor Inc.","Chateau Haut Brion-Pessac-leognan2013","USA (TX)"
11421,"Ch Haut-Brion",2015,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2015/-/-/u,$547.98,"Yankee Spirits",HAUTBRIONPESSACLEOGNANROUGE2015,"USA (MA)"
11421,"Ch Haut-Brion",2015,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2015/-/-/u,$644.99,"Applejack Wine & Spirits","2015Chateau Haut Brion750ml","USA (CO)"
11421,"Ch Haut-Brion",2015,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2015/-/-/u,$649.00,"Calvert Woodley","Chateau Haut-Brion-Pessac-Leognan2015(750ml)","USA (DC)"
11421,"Ch Haut-Brion",2015,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2015/-/-/u,$659.99,"67 Wine & Spirits NY","Chateau Haut Brion-Pessac-Leognan2015","USA (NY)"
11421,"Ch Haut-Brion",2015,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2015/-/-/u,$663.00,"Westgarth Wines","2015Haut Brion","USA (CA)"
11421,"Ch Haut-Brion",2015,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2015/-/-/u,$675.00,"European Wine Resource","2015Haut Brion","USA (CA)"
11421,"Ch Haut-Brion",2015,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2015/-/-/u,$695.00,"Gil Turner's Fine Wines and Spirits","2015Chateau Haut Brion(750ML)","USA (CA)"
11421,"Ch Haut-Brion",2015,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2015/-/-/u,$699.00," Shop","Chateau-Haut-Brion Pessac Leognan2015","USA (NJ)"
11421,"Ch Haut-Brion",2015,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2015/-/-/u,$699.00,"Bounty Hunter Rare Wine & Spirits","2015Chateau Haut Brion Pessac-Leognan","USA (CA)"
11421,"Ch Haut-Brion",2015,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2015/-/-/u,$699.00,"Big Hammer Wines","2015Chateau Haut Brion Pessac Leognan1st Classified Growth","USA (CA)"
11421,"Ch Haut-Brion",2015,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2015/-/-/u,$699.98,"Wine Exchange","Haut Brion Pessac Leognan2015Pre-Arrival","USA (CA)"
11422,"ChL'Eglise Clinet",1995,750ml,https://www.wine-searcher.com/find/ch+l%27eglise+clinet/1995/-/-/u,$215.00,Cellaraiders,"1995Eglise Clinet","USA (NY)"
11422,"ChL'Eglise Clinet",1995,750ml,https://www.wine-searcher.com/find/ch+l%27eglise+clinet/1995/-/-/u,$219.00,IronGate.Wine,"1995L'Eglise Clinet-750mL","USA (NY)"
11422,"ChL'Eglise Clinet",1995,750ml,https://www.wine-searcher.com/find/ch+l%27eglise+clinet/1995/-/-/u,$233.00,"The Redd Collection","1995ChL'Eglise Clinet","USA (CA)"
11422,"ChL'Eglise Clinet",1995,750ml,https://www.wine-searcher.com/find/ch+l%27eglise+clinet/1995/-/-/u,$295.00,"Sokolin & Co.","1995L'Eglise Clinet","USA (NY)"
11422,"ChL'Eglise Clinet",1995,750ml,https://www.wine-searcher.com/find/ch+l%27eglise+clinet/1995/-/-/u,$389.99,"67 Wine & Spirits NY","ChateauL'Eglise Clinet-Pomerol1995","USA (NY)"
11422,"ChL'Eglise Clinet",1995,750ml,https://www.wine-searcher.com/find/ch+l%27eglise+clinet/1995/-/-/u,$749.99,"Moe's Fine Wines","L'eglise Clinet1995(1.5Liter)","USA (CA)"
11423,"ChL'Eglise Clinet",2001,750ml,https://www.wine-searcher.com/find/ch+l%27eglise+clinet/2001/-/-/u,$188.00,"Prime Cellar CA",2001ChateauL'Eglise-Clinet,"USA (CA)"
11423,"ChL'Eglise Clinet",2001,750ml,https://www.wine-searcher.com/find/ch+l%27eglise+clinet/2001/-/-/u,$221.00,"The Redd Collection","2001ChL'Eglise Clinet","USA (CA)"
11423,"ChL'Eglise Clinet",2001,750ml,https://www.wine-searcher.com/find/ch+l%27eglise+clinet/2001/-/-/u,$230.00,"Westgarth Wines","2001Eglise Clinet","USA (CA)"
11423,"ChL'Eglise Clinet",2001,750ml,https://www.wine-searcher.com/find/ch+l%27eglise+clinet/2001/-/-/u,$280.00,"Sokolin & Co.","2001L'eglise Clinet","USA (NY)"
11423,"ChL'Eglise Clinet",2001,750ml,https://www.wine-searcher.com/find/ch+l%27eglise+clinet/2001/-/-/u,$1316.99,"Flickinger Wines","2001Ch.L'Eglise Clinet Pomerol","USA (IL)"
11423,"ChL'Eglise Clinet",2001,750ml,https://www.wine-searcher.com/find/ch+l%27eglise+clinet/2001/-/-/u,$1362.00,"Wine Cellarage","2001ChateauL'Eglise Clinet[Future Arrival]","USA (NY)"
11423,"ChL'Eglise Clinet",2001,750ml,https://www.wine-searcher.com/find/ch+l%27eglise+clinet/2001/-/-/u,$2750.00,"Westgarth Wines","2001Eglise Clinet","USA (CA)"
11424,"ChL'Eglise Clinet",2006,750ml,https://www.wine-searcher.com/find/ch+l+eglise+clinet/2006/-/-/u,$177.00,"The Redd Collection","2006ChL'Eglise Clinet","USA (CA)"
11424,"ChL'Eglise Clinet",2006,750ml,https://www.wine-searcher.com/find/ch+l+eglise+clinet/2006/-/-/u,$177.00,"Westgarth Wines","2006Eglise Clinet","USA (CA)"
11424,"ChL'Eglise Clinet",2006,750ml,https://www.wine-searcher.com/find/ch+l+eglise+clinet/2006/-/-/u,$179.00,Cellaraiders,"2006Eglise Clinet","USA (NY)"
11424,"ChL'Eglise Clinet",2006,750ml,https://www.wine-searcher.com/find/ch+l+eglise+clinet/2006/-/-/u,$210.00,"Sokolin & Co.","2006L'eglise Clinet","USA (NY)"
11424,"ChL'Eglise Clinet",2006,750ml,https://www.wine-searcher.com/find/ch+l+eglise+clinet/2006/-/-/u,$273.00,"European Wine Resource","2006L'Eglise Clinet","USA (CA)"
11424,"ChL'Eglise Clinet",2006,750ml,https://www.wine-searcher.com/find/ch+l+eglise+clinet/2006/-/-/u,$1074.00,"Wine Cellarage","2006ChateauL'Eglise-Clinet Pomerol[Future Arrival]","USA (NY)"
11425,"ChL'Eglise Clinet",2012,750ml,https://www.wine-searcher.com/find/ch+l+eglise+clinet/2012/-/-/u,$195.00," Barn",Pomerol2012ChateauL'Eglise-Clinet[WA96],"USA (CA)"
11425,"ChL'Eglise Clinet",2012,750ml,https://www.wine-searcher.com/find/ch+l+eglise+clinet/2012/-/-/u,$197.00,"Yankee Spirits",L'EGLISECLINETPOMEROL2012750,"USA (MA)"
11425,"ChL'Eglise Clinet",2012,750ml,https://www.wine-searcher.com/find/ch+l+eglise+clinet/2012/-/-/u,$199.00,"Benchmark Wine Group","l`Eglise Clinet2012","USA (CA)"
11425,"ChL'Eglise Clinet",2012,750ml,https://www.wine-searcher.com/find/ch+l+eglise+clinet/2012/-/-/u,$221.00,"Westgarth Wines","2012Eglise Clinet","USA (CA)"
11425,"ChL'Eglise Clinet",2012,750ml,https://www.wine-searcher.com/find/ch+l+eglise+clinet/2012/-/-/u,$225.00,"The Redd Collection","2012ChL'Eglise Clinet","USA (CA)"
11425,"ChL'Eglise Clinet",2012,750ml,https://www.wine-searcher.com/find/ch+l+eglise+clinet/2012/-/-/u,$229.99,"Varmax Liquor Pantry","ChateauL'Eglise Clinet-Pomerol Bordeaux2012(750ml)","USA (NY)"
11425,"ChL'Eglise Clinet",2012,750ml,https://www.wine-searcher.com/find/ch+l+eglise+clinet/2012/-/-/u,$239.99,"Grand Vin Wine Merchants US","L'Eglise Clinet2012(750ML)Pomerol","USA (WA)"
11425,"ChL'Eglise Clinet",2012,750ml,https://www.wine-searcher.com/find/ch+l+eglise+clinet/2012/-/-/u,$285.00,"Sokolin & Co.","2012L'eglise Clinet","USA (NY)"
11426,ChL'Evangile,2005,750ml,https://www.wine-searcher.com/find/ch+l+evangiles/2005/-/-/u,$159.00,"Sokolin & Co.",2005L'Evangile,"USA (NY)"
11426,ChL'Evangile,2005,750ml,https://www.wine-searcher.com/find/ch+l+evangiles/2005/-/-/u,$219.00,"Calvert Woodley",ChateauL'Evangile-Pomerol2005(375ml),"USA (DC)"
11426,ChL'Evangile,2005,750ml,https://www.wine-searcher.com/find/ch+l+evangiles/2005/-/-/u,$278.00,"Westgarth Wines",2005Evangile,"USA (CA)"
11426,ChL'Evangile,2005,750ml,https://www.wine-searcher.com/find/ch+l+evangiles/2005/-/-/u,$278.00,"The Redd Collection",2005ChL'Evangile,"USA (CA)"
11426,ChL'Evangile,2005,750ml,https://www.wine-searcher.com/find/ch+l+evangiles/2005/-/-/u,$279.00,Cellaraiders,2005Evangile,"USA (NY)"
11426,ChL'Evangile,2005,750ml,https://www.wine-searcher.com/find/ch+l+evangiles/2005/-/-/u,$325.00,"Benchmark Wine Group",l`Evangile2005,"USA (CA)"
11426,ChL'Evangile,2005,750ml,https://www.wine-searcher.com/find/ch+l+evangiles/2005/-/-/u,$345.00,"Sokolin & Co.",2005L'Evangile,"USA (NY)"
11426,ChL'Evangile,2005,750ml,https://www.wine-searcher.com/find/ch+l+evangiles/2005/-/-/u,$359.98,"Wine Exchange","L'Evangile Pomerol2005Pre-Arrival","USA (CA)"
11426,ChL'Evangile,2005,750ml,https://www.wine-searcher.com/find/ch+l+evangiles/2005/-/-/u,$369.99,"Mission Wine & Spirits","ChateauL'Evangile Pomerol2005","USA (CA)"
11426,ChL'Evangile,2005,750ml,https://www.wine-searcher.com/find/ch+l+evangiles/2005/-/-/u,$399.99,"Lynnway Liquor Mart","Ch.L Evangile2005750ml","USA (MA)"
11426,ChL'Evangile,2005,750ml,https://www.wine-searcher.com/find/ch+l+evangiles/2005/-/-/u,$532.00,"Morrell & Company","L'Evangile Pomerol2005750ML","USA (NY)"
11426,ChL'Evangile,2005,750ml,https://www.wine-searcher.com/find/ch+l+evangiles/2005/-/-/u,$3325.00,"Westgarth Wines",2005Evangile,"USA (CA)"
11427,ChL'Evangile,2009,750ml,https://www.wine-searcher.com/find/ch+l+evangiles/2009/-/-/u,$375.00,"European Wine Resource",2009L'Evangile,"USA (CA)"
11427,ChL'Evangile,2009,750ml,https://www.wine-searcher.com/find/ch+l+evangiles/2009/-/-/u,$380.00,"The Redd Collection",2009ChL'Evangile,"USA (CA)"
11427,ChL'Evangile,2009,750ml,https://www.wine-searcher.com/find/ch+l+evangiles/2009/-/-/u,$394.00,"Westgarth Wines",2009Evangile,"USA (CA)"
11427,ChL'Evangile,2009,750ml,https://www.wine-searcher.com/find/ch+l+evangiles/2009/-/-/u,$395.00,Vinfolio,2009L'Evangile750ML,"USA (CA)"
11427,ChL'Evangile,2009,750ml,https://www.wine-searcher.com/find/ch+l+evangiles/2009/-/-/u,$439.00,"Grand Vin Wine Merchants US",L'Evangile2009(750ML)Pomerol,"USA (WA)"
11427,ChL'Evangile,2009,750ml,https://www.wine-searcher.com/find/ch+l+evangiles/2009/-/-/u,$449.99,"K&L Wine Merchants","2009L'Evangile Pomerol","USA (CA)"
11427,ChL'Evangile,2009,750ml,https://www.wine-searcher.com/find/ch+l+evangiles/2009/-/-/u,$459.00,"City Wine Merchant","ChateauL'Evangile Pomerol2009","USA (NY)"
11427,ChL'Evangile,2009,750ml,https://www.wine-searcher.com/find/ch+l+evangiles/2009/-/-/u,$475.00,"Sokolin & Co.",2009L'Evangile,"USA (NY)"
11427,ChL'Evangile,2009,750ml,https://www.wine-searcher.com/find/ch+l+evangiles/2009/-/-/u,$2287.99,"Flickinger Wines","2009Ch.L'Evangile Pomerol","USA (IL)"
11427,ChL'Evangile,2009,750ml,https://www.wine-searcher.com/find/ch+l+evangiles/2009/-/-/u,$2412.00,"Wine Cellarage","2009Chateaul'Evangile[Future Arrival]","USA (NY)"
11428,ChL'Evangile,2014,750ml,https://www.wine-searcher.com/find/ch+l+evangiles/2014/-/-/u,$133.00,"The Redd Collection",2014ChL'Evangile,"USA (CA)"
11428,ChL'Evangile,2014,750ml,https://www.wine-searcher.com/find/ch+l+evangiles/2014/-/-/u,$135.00,Vinfolio,2014L'Evangile750ML,"USA (CA)"
11428,ChL'Evangile,2014,750ml,https://www.wine-searcher.com/find/ch+l+evangiles/2014/-/-/u,$139.99,Wine.com,2014ChateauL'Evangile,"USA (CA)"
11428,ChL'Evangile,2014,750ml,https://www.wine-searcher.com/find/ch+l+evangiles/2014/-/-/u,$154.99,"Spectrum Wine Retail",2014L'Evangile,"USA (CA)"
11428,ChL'Evangile,2014,750ml,https://www.wine-searcher.com/find/ch+l+evangiles/2014/-/-/u,$159.99,"Pogo's Liquor Inc.",ChateauL'Evangile-Pomerol2014,"USA (TX)"
11428,ChL'Evangile,2014,750ml,https://www.wine-searcher.com/find/ch+l+evangiles/2014/-/-/u,$170.00,"Sokolin & Co.",2014L'Evangile,"USA (NY)"
11428,ChL'Evangile,2014,750ml,https://www.wine-searcher.com/find/ch+l+evangiles/2014/-/-/u,$335.00,"Sokolin & Co.",2014L'Evangile,"USA (NY)"
11429,"Ch La Conseillante",2010,750ml,https://www.wine-searcher.com/find/ch+la+conseillante/2010/-/-/u,$200.00,"The Redd Collection","2010Ch LaConseillante","USA (CA)"
11429,"Ch La Conseillante",2010,750ml,https://www.wine-searcher.com/find/ch+la+conseillante/2010/-/-/u,$210.00,"Westgarth Wines",2010Conseillante,"USA (CA)"
11429,"Ch La Conseillante",2010,750ml,https://www.wine-searcher.com/find/ch+la+conseillante/2010/-/-/u,$225.00,"Flickinger Wines","2010Ch.Conseillante Pomerol","USA (IL)"
11429,"Ch La Conseillante",2010,750ml,https://www.wine-searcher.com/find/ch+la+conseillante/2010/-/-/u,$230.00,"Belmont Wine Exchange LLC","2010La Conseillante","USA (CA)"
11429,"Ch La Conseillante",2010,750ml,https://www.wine-searcher.com/find/ch+la+conseillante/2010/-/-/u,$235.00,Vinfolio,2010Conseillante750ML,"USA (CA)"
11429,"Ch La Conseillante",2010,750ml,https://www.wine-searcher.com/find/ch+la+conseillante/2010/-/-/u,$239.99,"Grand Vin Wine Merchants US","La Conseillante2010(750ML)Pomerol","USA (WA)"
11429,"Ch La Conseillante",2010,750ml,https://www.wine-searcher.com/find/ch+la+conseillante/2010/-/-/u,$267.97,"PJ Wine","Chateau LaConseillante Pomerol2010(750ML)","USA (NY)"
11429,"Ch La Conseillante",2010,750ml,https://www.wine-searcher.com/find/ch+la+conseillante/2010/-/-/u,$275.00," Shop","Chateau-La-Conseillante Pomerol2010","USA (NJ)"
11429,"Ch La Conseillante",2010,750ml,https://www.wine-searcher.com/find/ch+la+conseillante/2010/-/-/u,$293.99,"67 Wine & Spirits NY","Chateau Conseillante-Pomerol2010","USA (NY)"
11429,"Ch La Conseillante",2010,750ml,https://www.wine-searcher.com/find/ch+la+conseillante/2010/-/-/u,$349.99,"Beverly Hills Liquor and Wine","Chateau LaConseillante Pomerol2010","USA (CA)"
11430,"Ch La Fleur De Gay",1989,750ml,https://www.wine-searcher.com/find/ch+la+fleur+de+gay/1989/-/-/u,$239.00,"Acker Merrall & Condit New York Retail","1989La Fleurde Gay","USA (NY)"
11430,"Ch La Fleur De Gay",1989,750ml,https://www.wine-searcher.com/find/ch+la+fleur+de+gay/1989/-/-/u,$241.00,"Flickinger Wines","1989Ch.La Fleurde Gay Pomerol","USA (IL)"
11430,"Ch La Fleur De Gay",1989,750ml,https://www.wine-searcher.com/find/ch+la+fleur+de+gay/1989/-/-/u,$250.00,"The Redd Collection","1989Ch LaFleurde Gay","USA (CA)"
11430,"Ch La Fleur De Gay",1989,750ml,https://www.wine-searcher.com/find/ch+la+fleur+de+gay/1989/-/-/u,$275.00,Cellaraiders,"1989La Fleurde Gay","USA (NY)"
11430,"Ch La Fleur De Gay",1989,750ml,https://www.wine-searcher.com/find/ch+la+fleur+de+gay/1989/-/-/u,$399.97,"Flask Fine Wine & Whisky","Chateau LaFleurde Gay-Bordeaux Pomerol1989","USA (CA)"
11430,"Ch La Fleur De Gay",1989,750ml,https://www.wine-searcher.com/find/ch+la+fleur+de+gay/1989/-/-/u,$499.00,"Acker Merrall & Condit New York Retail","1989La Fleurde Gay","USA (NY)"
11431,"Ch LaFleur-Petrus",1995,750ml,https://www.wine-searcher.com/find/ch+la+fleur-petrus/1995/-/-/u,$179.00,IronGate.Wine,"1995Fleur Petrus(Torn Label)-750ml","USA (NY)"
11431,"Ch La Fleur-Petrus",1995,750ml,https://www.wine-searcher.com/find/ch+la+fleur-petrus/1995/-/-/u,$235.00,Cellaraiders,"1995La Fleur Petrus","USA (NY)"
11431,"Ch La Fleur-Petrus",1995,750ml,https://www.wine-searcher.com/find/ch+la+fleur-petrus/1995/-/-/u,$276.00,"The Redd Collection","1995Ch LaFleur-Petrus","USA (CA)"
11431,"Ch La Fleur-Petrus",1995,750ml,https://www.wine-searcher.com/find/ch+la+fleur-petrus/1995/-/-/u,$1643.99,"Flickinger Wines","1995Ch.La Fleur Petrus Pomerol","USA (IL)"
11431,"Ch La Fleur-Petrus",1995,750ml,https://www.wine-searcher.com/find/ch+la+fleur-petrus/1995/-/-/u,$1704.00,"Wine Cellarage","1995Chateau LaFleur Petrus[Future Arrival]","USA (NY)"
11432,"Ch LaFleur-Petrus",2005,750ml,https://www.wine-searcher.com/find/ch+la+fleur+petrus/2005/-/-/u,$199.00,"Casey Key Collector Wine","Chateau LaFleur-Petrus Bordeauxblend Bordeaux Pomerol2005","USA (FL)"
11432,"Ch La Fleur-Petrus",2005,750ml,https://www.wine-searcher.com/find/ch+la+fleur+petrus/2005/-/-/u,$245.00,Vinfolio,2005Fleur-Petrus750ML,"USA (CA)"
11432,"Ch La Fleur-Petrus",2005,750ml,https://www.wine-searcher.com/find/ch+la+fleur+petrus/2005/-/-/u,$249.00," Shop","Chateau-La-Fleur-Petrus Pomerol2005","USA (NJ)"
11432,"Ch La Fleur-Petrus",2005,750ml,https://www.wine-searcher.com/find/ch+la+fleur+petrus/2005/-/-/u,$259.00,"The Redd Collection","2005Ch LaFleur-Petrus","USA (CA)"
11432,"Ch La Fleur-Petrus",2005,750ml,https://www.wine-searcher.com/find/ch+la+fleur+petrus/2005/-/-/u,$322.00,"Yankee Spirits",LAFLEURPETRUSPOMEROL2005,"USA (MA)"
11432,"Ch La Fleur-Petrus",2005,750ml,https://www.wine-searcher.com/find/ch+la+fleur+petrus/2005/-/-/u,$1680.00,"Wine Cellarage","2005Chateau LaFleur Petrus[Future Arrival]","USA (NY)"
11433,"Ch La Fleur-Petrus",2010,750ml,https://www.wine-searcher.com/find/ch+la+fleur+petrus/2010/-/-/u,$278.00,"The Redd Collection","2010Ch LaFleur-Petrus","USA (CA)"
11433,"Ch La Fleur-Petrus",2010,750ml,https://www.wine-searcher.com/find/ch+la+fleur+petrus/2010/-/-/u,$284.00,"Westgarth Wines","2010Fleur Petrus","USA (CA)"
11433,"Ch La Fleur-Petrus",2010,750ml,https://www.wine-searcher.com/find/ch+la+fleur+petrus/2010/-/-/u,$296.00,"Wine Cellarage","2010Chateau LaFleur Petrus[Future Arrival]","USA (NY)"
11433,"Ch La Fleur-Petrus",2010,750ml,https://www.wine-searcher.com/find/ch+la+fleur+petrus/2010/-/-/u,$319.99,"Schneiders of Capitol Hill","2010La Fleur Petrus","USA (DC)"
11433,"Ch La Fleur-Petrus",2010,750ml,https://www.wine-searcher.com/find/ch+la+fleur+petrus/2010/-/-/u,$325.00," Shop","Chateau-La-Fleur-Petrus Pomerol2010","USA (NJ)"
11433,"Ch La Fleur-Petrus",2010,750ml,https://www.wine-searcher.com/find/ch+la+fleur+petrus/2010/-/-/u,$350.00,"Mister Wright Fine Wines & Spirits","2010Chateau LaFleur-Petrus","USA (NY)"
11433,"Ch La Fleur-Petrus",2010,750ml,https://www.wine-searcher.com/find/ch+la+fleur+petrus/2010/-/-/u,$499.99,Bevfly,"Chateau LaFleur Petrus2010","USA (FL)"
11433,"Ch La Fleur-Petrus",2010,750ml,https://www.wine-searcher.com/find/ch+la+fleur+petrus/2010/-/-/u,$800.00,"Morrell & Company","La Fleur Petrus Pomerol2010(1.5L)","USA (NY)"
11434,"Ch La Mission Haut-Brion",1997,750ml,https://www.wine-searcher.com/find/ch+la+mission+haut+brion/1997/-/-/u,$189.00,"Sokolin & Co.","1997La Mission Haut Brion","USA (NY)"
11434,"Ch La Mission Haut-Brion",1997,750ml,https://www.wine-searcher.com/find/ch+la+mission+haut+brion/1997/-/-/u,$202.00,"The Redd Collection","1997Ch LaMission Haut-Brion","USA (CA)"
11435,"Ch LaMission Haut-Brion",2005,750ml,https://www.wine-searcher.com/find/ch+la+mission+haut+brion/2005/-/-/u,$399.99,"Grand Vin Wine Merchants US","La Mission Haut Brion2005(375ML)Pessac Leognan","USA (WA)"
11435,"Ch La Mission Haut-Brion",2005,750ml,https://www.wine-searcher.com/find/ch+la+mission+haut+brion/2005/-/-/u,$575.00,"Belmont Wine Exchange LLC","2005La Mission Haut Brion","USA (CA)"
11435,"Ch La Mission Haut-Brion",2005,750ml,https://www.wine-searcher.com/find/ch+la+mission+haut+brion/2005/-/-/u,$579.00,"Benchmark Wine Group","La Mission Haut Brion2005","USA (CA)"
11435,"Ch La Mission Haut-Brion",2005,750ml,https://www.wine-searcher.com/find/ch+la+mission+haut+brion/2005/-/-/u,$589.00,IronGate.Wine,"2005Mission Haut Brion-750mL","USA (NY)"
11435,"Ch La Mission Haut-Brion",2005,750ml,https://www.wine-searcher.com/find/ch+la+mission+haut+brion/2005/-/-/u,$598.00,"European Wine Resource","2005La Mission-Haut Brion","USA (CA)"
11435,"Ch La Mission Haut-Brion",2005,750ml,https://www.wine-searcher.com/find/ch+la+mission+haut+brion/2005/-/-/u,$599.00,"Vinopolis Wine Shop",LAMISSIONHAUTBRIONPESSACLEOGNAN2005750ML,"USA (OR)"
11435,"Ch La Mission Haut-Brion",2005,750ml,https://www.wine-searcher.com/find/ch+la+mission+haut+brion/2005/-/-/u,$599.00," Shop","Chateau-La-Mission-Haut-Brion Pessac Leognan2005","USA (NJ)"
11435,"Ch La Mission Haut-Brion",2005,750ml,https://www.wine-searcher.com/find/ch+la+mission+haut+brion/2005/-/-/u,$599.00,"Acker Merrall & Condit New York Retail","2005La Mission Haut Brion","USA (NY)"
11435,"Ch La Mission Haut-Brion",2005,750ml,https://www.wine-searcher.com/find/ch+la+mission+haut+brion/2005/-/-/u,$607.00,"The Redd Collection","2005Ch LaMission Haut-Brion","USA (CA)"
